job_title,job_description,skills_extracted,location,experience,role_category,source_dataset
Lead Data Scientist,"R, Python, SQL, Data Science, Data Manipulation, Artificial Intelligence, Linear Regression, Machine Learning","R, Python, SQL, Data Science, Data Manipulation, Artificial Intelligence, Linear Regression, Machine Learning","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",4-9,Data Science,Naukri
Data Scientist,"python, IT Skills, Testing, Data Science, Cloud, AWS, Azure, Pytorch","python, IT Skills, Testing, Data Science, Cloud, AWS, Azure, Pytorch",Hyderabad/Secunderabad,2-6,Data Science,Naukri
Junior Data Scientist,"data analysis, data mining, artificial neural networks, python, r, predictive modeling, segmentation, machine learning","data analysis, data mining, artificial neural networks, python, r, predictive modeling, segmentation, machine learning",Gurgaon/Gurugram,2-5,Data Science,Naukri
Junior Data Scientist,"Data Science, Hypothesis testing, Text mining, PowerBI, R, Tableau, GLM Algorithms, SQL","Data Science, Hypothesis testing, Text mining, PowerBI, R, Tableau, GLM Algorithms, SQL",Noida,1-2,Data Science,Naukri
Assistant Manager/Manager/Senior Manager - Data Scientist,"Machine Learning, Data Science, SAS, Data Scientist, Statistics, Analytics, SQL","Machine Learning, Data Science, SAS, Data Scientist, Statistics, Analytics, SQL","Gurgaon/Gurugram, Bangalore/Bengaluru",2-7,Data Science,Naukri
Data Scientist (freelance),"IT Skills, Java, Python, Machine Learning, Javascript, Data Scientist","IT Skills, Java, Python, Machine Learning, Javascript, Data Scientist","Mumbai, Mumbai",3-8,Data Science,Naukri
Data Scientist,"Training, deep learning, Backend, Linux, Artificial Intelligence, Machine learning, Transformers, Deployment","Training, deep learning, Backend, Linux, Artificial Intelligence, Machine learning, Transformers, Deployment",Pune,4-8,Data Science,Naukri
Data Scientist,"python, sql, Hadoop Administration, Hive, Periscope, Spark, Machine Learning","python, sql, Hadoop Administration, Hive, Periscope, Spark, Machine Learning",Mumbai Suburban,5-10,Data Science,Naukri
Data Scientist II,"AWS services, Data Science, NLP, Neural Networks, Data Analysis, Data Mining, Machine Learning, Deep Learning","AWS services, Data Science, NLP, Neural Networks, Data Analysis, Data Mining, Machine Learning, Deep Learning",Bangalore/Bengaluru,3-6,Data Science,Naukri
Python Developer(Data Scientist),"Java, R, Python, IT Skills, Software Development, Testing, Quality Assurance, Javascript","Java, R, Python, IT Skills, Software Development, Testing, Quality Assurance, Javascript",Remote,2-7,Data Science,Naukri
Data Scientist,"Data Scientist, Data Science, Scipy, Pandas, Scikit-learn, Numpy, programming, implementation skills","Data Scientist, Data Science, Scipy, Pandas, Scikit-learn, Numpy, programming, implementation skills",Mumbai,2-3,Data Science,Naukri
Data Scientist,"algorithms, Natural Language Processing, Deep Learning, IT Skills, Java, Python, Data Science, Tableau","algorithms, Natural Language Processing, Deep Learning, IT Skills, Java, Python, Data Science, Tableau",Remote,4-7,Data Science,Naukri
Mid Level Data Scientist,"data science, Machine learning, Cloud, Open source, Python, IT Skills, Software Development, Testing","data science, Machine learning, Cloud, Open source, Python, IT Skills, Software Development, Testing",Ahmedabad,5-8,Data Science,Naukri
Data Scientist,"Software design, Machine learning, Open source, SQL, Python, Analytical skills, Analytical, Artificial Intelligence","Software design, Machine learning, Open source, SQL, Python, Analytical skills, Analytical, Artificial Intelligence",Kochi/Cochin,4-8,Data Science,Naukri
Data Scientist - Experienced/fresher | Kolkata,"Logistic Regression, MySQL, Natural Language Processing, Time Series, Python, sql, SQL queries, machine learning","Logistic Regression, MySQL, Natural Language Processing, Time Series, Python, sql, SQL queries, machine learning",Kolkata,0-4,Data Science,Naukri
Data Scientist,"deep learning, python, data science, machine learning, SQL, Communication Skills, artificial intelligence","deep learning, python, data science, machine learning, SQL, Communication Skills, artificial intelligence",Pune,4-8,Data Science,Naukri
Service Delivery _ OSS _ Data Scientist,"Bidding, Data management, PHP, Google AdWords, HTML, microsoft, Data mining, Statistics","Bidding, Data management, PHP, Google AdWords, HTML, microsoft, Data mining, Statistics",Kolkata,4-8,Data Science,Naukri
Urgent Opening For Senior Data Scientist Role (Pune),"Data Science, Artificial Intelligence, Machine Learning, IT Skills, Python, Predictive Modeling, Natural Language Processing","Data Science, Artificial Intelligence, Machine Learning, IT Skills, Python, Predictive Modeling, Natural Language Processing",Pune(Kharadi),6-11,Data Science,Naukri
Senior Data Scientist,"Computer science, Automation, github, data science, Machine learning, Venture capital, Programming, Analytics","Computer science, Automation, github, data science, Machine learning, Venture capital, Programming, Analytics",Gurgaon/Gurugram,4-8,Data Science,Naukri
Sr . Data Scientist / Data Scientist,"IT Skills, Machine Learning, SAN, Statistical analysis, French, big data analytics, OOPS, Data structures","IT Skills, Machine Learning, SAN, Statistical analysis, French, big data analytics, OOPS, Data structures",Mumbai,2-7,Data Science,Naukri
Sr NLP & Text Mining Data Scientist,"Business Intelligence, IT Skills, Python, Testing, Credentialing, Medicare, Feedback, US Healthcare","Business Intelligence, IT Skills, Python, Testing, Credentialing, Medicare, Feedback, US Healthcare",Pune,2-6,Data Science,Naukri
"Data Scientist/ Machine Learning, 2022 Passout Can also apply","python, Machine Learning, Data Scientist, IT Skills, PHP, Artificial Intelligence, software testing, freshers","python, Machine Learning, Data Scientist, IT Skills, PHP, Artificial Intelligence, software testing, freshers","Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Vadodara",0-4,Data Science,Naukri
Senior Data Scientist,"IT Skills, Python, Data Science, Machine Learning, Cloud, DevOps, Azure, SAN","IT Skills, Python, Data Science, Machine Learning, Cloud, DevOps, Azure, SAN",Hyderabad/Secunderabad,7-12,Data Science,Naukri
Senior Data Scientist,"Relationship management, Mining, Computer science, Data management, Pharma, Consulting, Workflow, Data quality","Relationship management, Mining, Computer science, Data management, Pharma, Consulting, Workflow, Data quality",Pune,3-8,Data Science,Naukri
Data Scientist 1,"Unix, Operations research, SAS, Data management, Risk analytics, Project management, Data collection, Data mining","Unix, Operations research, SAS, Data management, Risk analytics, Project management, Data collection, Data mining",Chennai,4-8,Data Science,Naukri
Data Scientist,"Predictive Modeling, Business Intelligence, Power Bi, Business Analytics, SAS, Qlik Sense, Scripting Languages, Data Mining","Predictive Modeling, Business Intelligence, Power Bi, Business Analytics, SAS, Qlik Sense, Scripting Languages, Data Mining","Kochi/Cochin, Ernakulam",3-8,Data Science,Naukri
Data Scientist (Risk / Fraud Experience is must),"Pyspark, Fraud Modelling, Risk, Data Scientist, Python, SAS, predictive analytics, Big Data","Pyspark, Fraud Modelling, Risk, Data Scientist, Python, SAS, predictive analytics, Big Data",Gurgaon/Gurugram,2-5,Data Science,Naukri
"Specialist, Data Scientist","Training, advanced analytics, data science, Programming, Representative, Management, Financial services, Analytics","Training, advanced analytics, data science, Programming, Representative, Management, Financial services, Analytics",Pune,6-8,Data Science,Naukri
"Data Scientist, Enablement","Data analysis, Production engineering, Machine learning, Salesforce.com, Open source, Analytics, SQL, Python","Data analysis, Production engineering, Machine learning, Salesforce.com, Open source, Analytics, SQL, Python",Hyderabad/Secunderabad,4-8,Data Science,Naukri
"Data Scientist, Product Analytics","Computer science, Product engineering, data science, Project management, Consulting, Machine learning, Engineering Design, Financial services","Computer science, Product engineering, data science, Project management, Consulting, Machine learning, Engineering Design, Financial services",Chennai,5-9,Data Science,Naukri
Data Scientist,"remediation, Data analysis, Project management, Analytical, Back office, linear regression, Analytics, Financial services","remediation, Data analysis, Project management, Analytical, Back office, linear regression, Analytics, Financial services",Chennai,4-8,Data Science,Naukri
Data Scientist 1,"Computer science, Statistical programming, Data modeling, Analytical, Machine learning, QlikView, Business intelligence, Financial services","Computer science, Statistical programming, Data modeling, Analytical, Machine learning, QlikView, Business intelligence, Financial services",Chennai,4-8,Data Science,Naukri
Data Scientist,"Natural Language, Hive, NLP, Vision, Hyperparameter tuning, Data Wrangling, Machine learning, TensorFlow","Natural Language, Hive, NLP, Vision, Hyperparameter tuning, Data Wrangling, Machine learning, TensorFlow",Gurgaon/Gurugram,2-6,Data Science,Naukri
Sr. Associate - Data scientist -Affine.Ai,"Logistic Regression, R programming, Python, Machine Learning, Statistical Modeling, analytical, advanced statistics, SQL","Logistic Regression, R programming, Python, Machine Learning, Statistical Modeling, analytical, advanced statistics, SQL","Hyderabad/Secunderabad, Bangalore/Bengaluru",2-4,Data Science,Naukri
Sr. Associate - Data scientist -Affine.Ai,"advanced statistics, Python, analytical, Statistical Modeling, R programming, Machine Learning, Logistic Regression, IT Skills","advanced statistics, Python, analytical, Statistical Modeling, R programming, Machine Learning, Logistic Regression, IT Skills","Hyderabad/Secunderabad, Bangalore/Bengaluru",2-4,Data Science,Naukri
Junior Data Scientist,"Data Science, Tensorflow, NoSQL, Data Management, Statistical Modeling, Data Analysis, Machine Learning, Deep Learning","Data Science, Tensorflow, NoSQL, Data Management, Statistical Modeling, Data Analysis, Machine Learning, Deep Learning",Bangalore/Bengaluru,1-6,Data Science,Naukri
Manager - Data Scientist - Analytics,"data analytics, Data Scientist, Machine Learning, Data analysis, python, SAS, data engineering, SQL","data analytics, Data Scientist, Machine Learning, Data analysis, python, SAS, data engineering, SQL",Gurgaon/Gurugram,4-9,Data Science,Naukri
Need immediate joiners - Data Scientist,"data scientist, Data modeling, analytics, IT Skills, Cloud, R, Tableau, machine learning","data scientist, Data modeling, analytics, IT Skills, Cloud, R, Tableau, machine learning",Kolkata,8-11,Data Science,Naukri
Lead Data Scientist - CPG/BFSI/Healthcare Domain,"end-to-end, EDA, visualizations, insights, monitoring, modelling, problem scoping, R","end-to-end, EDA, visualizations, insights, monitoring, modelling, problem scoping, R",Pune,8-12,Data Science,Naukri
Data Scientist - Machine Learning,"Machine Learning, Predictive modeling, MongoDB, Spark, Python, Deep Learning stack, NLP, Hadoop","Machine Learning, Predictive modeling, MongoDB, Spark, Python, Deep Learning stack, NLP, Hadoop",Noida,1-5,Data Science,Naukri
Data Analyst/data Scientist - C++/c#/java,"software development, Data Mining, Machine Learning, Java, C#, Hadoop, communication, C++","software development, Data Mining, Machine Learning, Java, C#, Hadoop, communication, C++",Hyderabad/Secunderabad,5-7,Data Science,Naukri
Data Analyst / Data Scientist - C++/c#/java,"C#, Java, architecting, C++, software development, Data Scientist, Hadoop, Data Analysis","C#, Java, architecting, C++, software development, Data Scientist, Hadoop, Data Analysis",Hyderabad/Secunderabad,5-7,Data Science,Naukri
Data Analyst/ Data Scientist - C++/c#/java,"Java, software development, Machine Learning, C++, Hadoop, Data Mining, communication, algorithms","Java, software development, Machine Learning, C++, Hadoop, Data Mining, communication, algorithms",Hyderabad/Secunderabad,5-7,Data Science,Naukri
Senior AI Scientist - SAP Procurement Data Science Team,"Python, IT Skills, Java, Data Science, Machine Learning, Cloud, SAP, Procurement","Python, IT Skills, Java, Data Science, Machine Learning, Cloud, SAP, Procurement",Bangalore/Bengaluru,4-9,Data Science,Naukri
Data Scientist,"computer vision, Machine Learning, Deep Learning, PowerPoint, VoTT, Git, CUDA, Keras","computer vision, Machine Learning, Deep Learning, PowerPoint, VoTT, Git, CUDA, Keras","Pune, Bangalore/Bengaluru",4-9,Data Science,Naukri
Data Scientist - Internet Jobs - II,"Data Science, Data Analysis, NLP, Neural Networks, Data Mining, Machine Learning, AWS, Deep Learning","Data Science, Data Analysis, NLP, Neural Networks, Data Mining, Machine Learning, AWS, Deep Learning","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3-6,Data Science,Naukri
Data Scientist,"Data science, Tableau, Python, SQL, Data scientist, Data Visualization","Data science, Tableau, Python, SQL, Data scientist, Data Visualization",Bangalore/Bengaluru,1-5,Data Science,Naukri
Data Scientist,"Big Data, Machine Learning, Python, IT Skills, Data Science, Cloud, AWS, Azure","Big Data, Machine Learning, Python, IT Skills, Data Science, Cloud, AWS, Azure","Kochi/Cochin, Bangalore/Bengaluru",2-5,Data Science,Naukri
Data Scientist,"Data Science, Natural Language Processing, Big Data, Python, IT Skills, Cassandra, Kafka, MongoDB","Data Science, Natural Language Processing, Big Data, Python, IT Skills, Cassandra, Kafka, MongoDB",Bangalore/Bengaluru,4-6,Data Science,Naukri
Data Scientist,"Data Science, Python, Opencv, Scipy, NLTK, Numpy, Tensorflow, Pytorch","Data Science, Python, Opencv, Scipy, NLTK, Numpy, Tensorflow, Pytorch",Bangalore/Bengaluru,1-5,Data Science,Naukri
Jr. Data Scientist,"R, Alteryx, Statistics, SQL, Python","R, Alteryx, Statistics, SQL, Python",Bangalore/Bengaluru,1-5,Data Science,Naukri
Senior Data Scientist,"Data Science, IT Skills, Python, Testing, Machine Learning, Cloud, AWS, Tableau","Data Science, IT Skills, Python, Testing, Machine Learning, Cloud, AWS, Tableau","Pune, Bangalore/Bengaluru",6-8,Data Science,Naukri
Senior Data Scientist - Global Product Organisation.,"advanced analytics, data science, machine learning, Python","advanced analytics, data science, machine learning, Python",Bangalore/Bengaluru,10-18,Data Science,Naukri
Data Scientist,"Tensorflow, Python, Caffe, MxNET, Keras, written communication, PyTorch, Agile","Tensorflow, Python, Caffe, MxNET, Keras, written communication, PyTorch, Agile","Bangalore/Bengaluru, Bangalore North",6-11,Data Science,Naukri
Data Scientist,"Azure Machine Learning, Pandas, KNN, Regression, Azure ML, Matplotlib, Data science, Machine Learning","Azure Machine Learning, Pandas, KNN, Regression, Azure ML, Matplotlib, Data science, Machine Learning","Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",6-9,Data Science,Naukri
Data Scientist,"Data Scientist, Machine Learning, Python","Data Scientist, Machine Learning, Python",Bangalore/Bengaluru,5-8,Data Science,Naukri
Data Scientist,"Python, Neural Networks, Regression Analysis, Pytorch, R, Scikit, Bayesian Networks, K - means","Python, Neural Networks, Regression Analysis, Pytorch, R, Scikit, Bayesian Networks, K - means",Bangalore/Bengaluru,5-7,Data Science,Naukri
Data Scientist | Zipcar,Machine Learning,Machine Learning,Bangalore/Bengaluru,3-6,Data Science,Naukri
Data Scientist,"AWS, Lambda, Cloud formation, ETL, R Programming, Python, API Gateway, Azure DevOps","AWS, Lambda, Cloud formation, ETL, R Programming, Python, API Gateway, Azure DevOps",Bangalore/Bengaluru,5-8,Data Science,Naukri
Data Scientist: Artificial Intelligence,"Computer science, Enterprise applications, Open source, Analytics, SQL, Computer languages, Simulation, Debugging","Computer science, Enterprise applications, Open source, Analytics, SQL, Computer languages, Simulation, Debugging",Bangalore/Bengaluru,3-7,Data Science,Naukri
